cadre,geo_code,geo_level,lgu_hired,doh_hired,total,population_2025,households_2025,source_psgc,source_area_name,geo_resolution
med_tech,0601901,citymun,1,0,1,27995,7093,0601901000,Cuartero,direct
nutritionist,0601901,citymun,0,0,0,27995,7093,0601901000,Cuartero,direct
sanitary_engineer,0601901,citymun,0,0,0,27995,7093,0601901000,Cuartero,direct
sanitary_inspector,0601901,citymun,1,0,1,27995,7093,0601901000,Cuartero,direct
physician,0601902,citymun,1,1,2,33875,8341,0601902000,Dao,direct
nurse,0601902,citymun,3,2,5,33875,8341,0601902000,Dao,direct
midwife,0601902,citymun,12,2,14,33875,8341,0601902000,Dao,direct
dentist,0601902,citymun,1,0,1,33875,8341,0601902000,Dao,direct
med_tech,0601902,citymun,1,0,1,33875,8341,0601902000,Dao,direct
nutritionist,0601902,citymun,0,0,0,33875,8341,0601902000,Dao,direct
sanitary_engineer,0601902,citymun,0,0,0,33875,8341,0601902000,Dao,direct
sanitary_inspector,0601902,citymun,2,0,2,33875,8341,0601902000,Dao,direct
physician,0601903,citymun,2,0,2,30101,7388,0601903000,Dumalag,direct
nurse,0601903,citymun,4,3,7,30101,7388,0601903000,Dumalag,direct
midwife,0601903,citymun,12,2,14,30101,7388,0601903000,Dumalag,direct
dentist,0601903,citymun,0,0,0,30101,7388,0601903000,Dumalag,direct
med_tech,0601903,citymun,1,0,1,30101,7388,0601903000,Dumalag,direct
nutritionist,0601903,citymun,0,0,0,30101,7388,0601903000,Dumalag,direct
sanitary_engineer,0601903,citymun,0,0,0,30101,7388,0601903000,Dumalag,direct
sanitary_inspector,0601903,citymun,1,0,1,30101,7388,0601903000,Dumalag,direct
physician,0601904,citymun,2,0,2,50107,12923,0601904000,Dumarao,direct
nurse,0601904,citymun,5,3,8,50107,12923,0601904000,Dumarao,direct
midwife,0601904,citymun,10,3,13,50107,12923,0601904000,Dumarao,direct
dentist,0601904,citymun,0,0,0,50107,12923,0601904000,Dumarao,direct
med_tech,0601904,citymun,2,1,3,50107,12923,0601904000,Dumarao,direct
nutritionist,0601904,citymun,0,0,0,50107,12923,0601904000,Dumarao,direct
sanitary_engineer,0601904,citymun,0,0,0,50107,12923,0601904000,Dumarao,direct
sanitary_inspector,0601904,citymun,3,0,3,50107,12923,0601904000,Dumarao,direct
physician,0601905,citymun,1,1,2,32815,8175,0601905000,Ivisan,direct
nurse,0601905,citymun,1,3,4,32815,8175,0601905000,Ivisan,direct
midwife,0601905,citymun,4,4,8,32815,8175,0601905000,Ivisan,direct
dentist,0601905,citymun,0,0,0,32815,8175,0601905000,Ivisan,direct
med_tech,0601905,citymun,1,0,1,32815,8175,0601905000,Ivisan,direct
nutritionist,0601905,citymun,0,0,0,32815,8175,0601905000,Ivisan,direct
sanitary_engineer,0601905,citymun,0,0,0,32815,8175,0601905000,Ivisan,direct
sanitary_inspector,0601905,citymun,1,0,1,32815,8175,0601905000,Ivisan,direct
physician,0601906,citymun,1,1,2,39192,9903,0601906000,Jamindan,direct
nurse,0601906,citymun,3,3,6,39192,9903,0601906000,Jamindan,direct
midwife,0601906,citymun,10,4,14,39192,9903,0601906000,Jamindan,direct
dentist,0601906,citymun,0,0,0,39192,9903,0601906000,Jamindan,direct
med_tech,0601906,citymun,1,1,2,39192,9903,0601906000,Jamindan,direct
nutritionist,0601906,citymun,0,0,0,39192,9903,0601906000,Jamindan,direct
sanitary_engineer,0601906,citymun,0,0,0,39192,9903,0601906000,Jamindan,direct
sanitary_inspector,0601906,citymun,1,0,1,39192,9903,0601906000,Jamindan,direct
physician,0601907,citymun,1,1,2,42064,10904,0601907000,Ma-Ayon,direct
nurse,0601907,citymun,2,4,6,42064,10904,0601907000,Ma-Ayon,direct
midwife,0601907,citymun,9,6,15,42064,10904,0601907000,Ma-Ayon,direct
dentist,0601907,citymun,0,0,0,42064,10904,0601907000,Ma-Ayon,direct
med_tech,0601907,citymun,1,0,1,42064,10904,0601907000,Ma-Ayon,direct
nutritionist,0601907,citymun,0,0,0,42064,10904,0601907000,Ma-Ayon,direct
sanitary_engineer,0601907,citymun,0,0,0,42064,10904,0601907000,Ma-Ayon,direct
sanitary_inspector,0601907,citymun,2,0,2,42064,10904,0601907000,Ma-Ayon,direct
physician,0601908,citymun,1,1,2,40881,10321,0601908000,Mambusao,direct
nurse,0601908,citymun,2,3,5,40881,10321,0601908000,Mambusao,direct
midwife,0601908,citymun,8,2,10,40881,10321,0601908000,Mambusao,direct
dentist,0601908,citymun,0,0,0,40881,10321,0601908000,Mambusao,direct
med_tech,0601908,citymun,1,0,1,40881,10321,0601908000,Mambusao,direct
nutritionist,0601908,citymun,0,0,0,40881,10321,0601908000,Mambusao,direct
sanitary_engineer,0601908,citymun,0,0,0,40881,10321,0601908000,Mambusao,direct
sanitary_inspector,0601908,citymun,2,0,2,40881,10321,0601908000,Mambusao,direct
physician,0601909,citymun,1,1,2,48983,12456,0601909000,Panay,direct
nurse,0601909,citymun,5,2,7,48983,12456,0601909000,Panay,direct
midwife,0601909,citymun,8,2,10,48983,12456,0601909000,Panay,direct
dentist,0601909,citymun,0,0,0,48983,12456,0601909000,Panay,direct
med_tech,0601909,citymun,1,0,1,48983,12456,0601909000,Panay,direct
nutritionist,0601909,citymun,0,0,0,48983,12456,0601909000,Panay,direct
sanitary_engineer,0601909,citymun,0,0,0,48983,12456,0601909000,Panay,direct
sanitary_inspector,0601909,citymun,1,0,1,48983,12456,0601909000,Panay,direct
physician,0601910,citymun,1,1,2,42796,10927,0601910000,Panitan,direct
nurse,0601910,citymun,4,2,6,42796,10927,0601910000,Panitan,direct
midwife,0601910,citymun,12,2,14,42796,10927,0601910000,Panitan,direct
dentist,0601910,citymun,0,0,0,42796,10927,0601910000,Panitan,direct
med_tech,0601910,citymun,1,1,2,42796,10927,0601910000,Panitan,direct
nutritionist,0601910,citymun,0,0,0,42796,10927,0601910000,Panitan,direct
sanitary_engineer,0601910,citymun,0,0,0,42796,10927,0601910000,Panitan,direct
sanitary_inspector,0601910,citymun,2,0,2,42796,10927,0601910000,Panitan,direct
physician,0601911,citymun,1,1,2,48353,12576,0601911000,Pilar,direct
nurse,0601911,citymun,2,2,4,48353,12576,0601911000,Pilar,direct
midwife,0601911,citymun,9,2,11,48353,12576,0601911000,Pilar,direct
dentist,0601911,citymun,0,0,0,48353,12576,0601911000,Pilar,direct
med_tech,0601911,citymun,1,0,1,48353,12576,0601911000,Pilar,direct
nutritionist,0601911,citymun,0,0,0,48353,12576,0601911000,Pilar,direct
sanitary_engineer,0601911,citymun,0,0,0,48353,12576,0601911000,Pilar,direct
sanitary_inspector,0601911,citymun,2,0,2,48353,12576,0601911000,Pilar,direct
physician,0601912,citymun,1,1,2,50152,13008,0601912000,Pontevedra,direct
nurse,0601912,citymun,3,3,6,50152,13008,0601912000,Pontevedra,direct
midwife,0601912,citymun,12,3,15,50152,13008,0601912000,Pontevedra,direct
dentist,0601912,citymun,0,1,1,50152,13008,0601912000,Pontevedra,direct
med_tech,0601912,citymun,1,1,2,50152,13008,0601912000,Pontevedra,direct
nutritionist,0601912,citymun,0,0,0,50152,13008,0601912000,Pontevedra,direct
sanitary_engineer,0601912,citymun,0,0,0,50152,13008,0601912000,Pontevedra,direct
sanitary_inspector,0601912,citymun,1,0,1,50152,13008,0601912000,Pontevedra,direct
physician,0601913,citymun,1,0,1,31877,8023,0601913000,President Roxas,direct
nurse,0601913,citymun,3,3,6,31877,8023,0601913000,President Roxas,direct
midwife,0601913,citymun,6,3,9,31877,8023,0601913000,President Roxas,direct
dentist,0601913,citymun,0,0,0,31877,8023,0601913000,President Roxas,direct
med_tech,0601913,citymun,1,1,2,31877,8023,0601913000,President Roxas,direct
nutritionist,0601913,citymun,0,0,0,31877,8023,0601913000,President Roxas,direct
sanitary_engineer,0601913,citymun,0,0,0,31877,8023,0601913000,President Roxas,direct
sanitary_inspector,0601913,citymun,2,0,2,31877,8023,0601913000,President Roxas,direct
physician,0601914,citymun,13,0,13,185311,44710,0601914000,City of Roxas,direct
nurse,0601914,citymun,25,4,29,185311,44710,0601914000,City of Roxas,direct
midwife,0601914,citymun,25,4,29,185311,44710,0601914000,City of Roxas,direct
dentist,0601914,citymun,6,0,6,185311,44710,0601914000,City of Roxas,direct
med_tech,0601914,citymun,8,0,8,185311,44710,0601914000,City of Roxas,direct
nutritionist,0601914,citymun,0,0,0,185311,44710,0601914000,City of Roxas,direct
sanitary_engineer,0601914,citymun,0,0,0,185311,44710,0601914000,City of Roxas,direct
sanitary_inspector,0601914,citymun,6,0,6,185311,44710,0601914000,City of Roxas,direct
physician,0601915,citymun,1,1,2,27494,6842,0601915000,Sapi-An,direct
nurse,0601915,citymun,2,3,5,27494,6842,0601915000,Sapi-An,direct
midwife,0601915,citymun,7,2,9,27494,6842,0601915000,Sapi-An,direct
dentist,0601915,citymun,1,0,1,27494,6842,0601915000,Sapi-An,direct
med_tech,0601915,citymun,1,0,1,27494,6842,0601915000,Sapi-An,direct
nutritionist,0601915,citymun,0,0,0,27494,6842,0601915000,Sapi-An,direct
sanitary_engineer,0601915,citymun,0,0,0,27494,6842,0601915000,Sapi-An,direct
sanitary_inspector,0601915,citymun,1,0,1,27494,6842,0601915000,Sapi-An,direct
physician,0601916,citymun,1,1,2,32048,8300,0601916000,Sigma,direct
nurse,0601916,citymun,2,3,5,32048,8300,0601916000,Sigma,direct
midwife,0601916,citymun,9,3,12,32048,8300,0601916000,Sigma,direct
dentist,0601916,citymun,0,0,0,32048,8300,0601916000,Sigma,direct
med_tech,0601916,citymun,1,0,1,32048,8300,0601916000,Sigma,direct
nutritionist,0601916,citymun,0,0,0,32048,8300,0601916000,Sigma,direct
sanitary_engineer,0601916,citymun,0,0,0,32048,8300,0601916000,Sigma,direct
sanitary_inspector,0601916,citymun,1,0,1,32048,8300,0601916000,Sigma,direct
physician,0601917,citymun,3,1,4,54566,13507,0601917000,Tapaz,direct
nurse,0601917,citymun,3,6,9,54566,13507,0601917000,Tapaz,direct
midwife,0601917,citymun,17,9,26,54566,13507,0601917000,Tapaz,direct
dentist,0601917,citymun,2,0,2,54566,13507,0601917000,Tapaz,direct
med_tech,0601917,citymun,2,1,3,54566,13507,0601917000,Tapaz,direct
nutritionist,0601917,citymun,0,0,0,54566,13507,0601917000,Tapaz,direct
sanitary_engineer,0601917,citymun,0,0,0,54566,13507,0601917000,Tapaz,direct
sanitary_inspector,0601917,citymun,3,0,3,54566,13507,0601917000,Tapaz,direct
physician,06030,province,64,26,90,2075804,512020,0603000000,Iloilo,direct
nurse,06030,province,118,145,263,2075804,512020,0603000000,Iloilo,direct
midwife,06030,province,485,170,655,2075804,512020,0603000000,Iloilo,direct
dentist,06030,province,22,11,33,2075804,512020,0603000000,Iloilo,direct
med_tech,06030,province,84,10,94,2075804,512020,0603000000,Iloilo,direct
nutritionist,06030,province,1,0,1,2075804,512020,0603000000,Iloilo,direct
sanitary_engineer,06030,province,0,0,0,2075804,512020,0603000000,Iloilo,direct
sanitary_inspector,06030,province,68,0,68,2075804,512020,0603000000,Iloilo,direct
physician,0603001,citymun,1,1,2,54942,14398,0603001000,Ajuy,direct
nurse,0603001,citymun,4,4,8,54942,14398,0603001000,Ajuy,direct
midwife,0603001,citymun,11,2,13,54942,14398,0603001000,Ajuy,direct
dentist,0603001,citymun,0,1,1,54942,14398,0603001000,Ajuy,direct
med_tech,0603001,citymun,2,0,2,54942,14398,0603001000,Ajuy,direct
nutritionist,0603001,citymun,0,0,0,54942,14398,0603001000,Ajuy,direct
sanitary_engineer,0603001,citymun,0,0,0,54942,14398,0603001000,Ajuy,direct
sanitary_inspector,0603001,citymun,1,0,1,54942,14398,0603001000,Ajuy,direct
physician,0603002,citymun,0,1,1,39869,9309,0603002000,Alimodian,direct
nurse,0603002,citymun,3,5,8,39869,9309,0603002000,Alimodian,direct
midwife,0603002,citymun,12,7,19,39869,9309,0603002000,Alimodian,direct
dentist,0603002,citymun,0,1,1,39869,9309,0603002000,Alimodian,direct
med_tech,0603002,citymun,1,0,1,39869,9309,0603002000,Alimodian,direct
nutritionist,0603002,citymun,0,0,0,39869,9309,0603002000,Alimodian,direct
sanitary_engineer,0603002,citymun,0,0,0,39869,9309,0603002000,Alimodian,direct
sanitary_inspector,0603002,citymun,2,0,2,39869,9309,0603002000,Alimodian,direct
physician,0603003,citymun,1,0,1,30879,7737,0603003000,Anilao,direct
nurse,0603003,citymun,1,4,5,30879,7737,0603003000,Anilao,direct
midwife,0603003,citymun,9,4,13,30879,7737,0603003000,Anilao,direct
dentist,0603003,citymun,0,1,1,30879,7737,0603003000,Anilao,direct
med_tech,0603003,citymun,1,0,1,30879,7737,0603003000,Anilao,direct
nutritionist,0603003,citymun,0,0,0,30879,7737,0603003000,Anilao,direct
sanitary_engineer,0603003,citymun,0,0,0,30879,7737,0603003000,Anilao,direct
sanitary_inspector,0603003,citymun,1,0,1,30879,7737,0603003000,Anilao,direct
physician,0603004,citymun,1,0,1,27056,6607,0603004000,Badiangan,direct
nurse,0603004,citymun,1,3,4,27056,6607,0603004000,Badiangan,direct
midwife,0603004,citymun,9,3,12,27056,6607,0603004000,Badiangan,direct
dentist,0603004,citymun,0,0,0,27056,6607,0603004000,Badiangan,direct
med_tech,0603004,citymun,1,0,1,27056,6607,0603004000,Badiangan,direct
nutritionist,0603004,citymun,0,0,0,27056,6607,0603004000,Badiangan,direct
sanitary_engineer,0603004,citymun,0,0,0,27056,6607,0603004000,Badiangan,direct
sanitary_inspector,0603004,citymun,1,0,1,27056,6607,0603004000,Badiangan,direct
physician,0603005,citymun,1,0,1,35187,9384,0603005000,Balasan,direct
nurse,0603005,citymun,4,3,7,35187,9384,0603005000,Balasan,direct
midwife,0603005,citymun,6,2,8,35187,9384,0603005000,Balasan,direct
dentist,0603005,citymun,1,0,1,35187,9384,0603005000,Balasan,direct
med_tech,0603005,citymun,1,1,2,35187,9384,0603005000,Balasan,direct
nutritionist,0603005,citymun,0,0,0,35187,9384,0603005000,Balasan,direct
sanitary_engineer,0603005,citymun,0,0,0,35187,9384,0603005000,Balasan,direct
sanitary_inspector,0603005,citymun,1,0,1,35187,9384,0603005000,Balasan,direct
physician,0603006,citymun,1,0,1,33671,8279,0603006000,Banate,direct
nurse,0603006,citymun,3,4,7,33671,8279,0603006000,Banate,direct
midwife,0603006,citymun,11,4,15,33671,8279,0603006000,Banate,direct
dentist,0603006,citymun,0,1,1,33671,8279,0603006000,Banate,direct
med_tech,0603006,citymun,2,1,3,33671,8279,0603006000,Banate,direct
nutritionist,0603006,citymun,0,0,0,33671,8279,0603006000,Banate,direct
sanitary_engineer,0603006,citymun,0,0,0,33671,8279,0603006000,Banate,direct
sanitary_inspector,0603006,citymun,2,0,2,33671,8279,0603006000,Banate,direct
physician,0603007,citymun,2,0,2,58544,14340,0603007000,Barotac Nuevo,direct
nurse,0603007,citymun,1,0,1,58544,14340,0603007000,Barotac Nuevo,direct
midwife,0603007,citymun,8,0,8,58544,14340,0603007000,Barotac Nuevo,direct
dentist,0603007,citymun,0,0,0,58544,14340,0603007000,Barotac Nuevo,direct
med_tech,0603007,citymun,3,0,3,58544,14340,0603007000,Barotac Nuevo,direct
nutritionist,0603007,citymun,0,0,0,58544,14340,0603007000,Barotac Nuevo,direct
sanitary_engineer,0603007,citymun,0,0,0,58544,14340,0603007000,Barotac Nuevo,direct
sanitary_inspector,0603007,citymun,2,0,2,58544,14340,0603007000,Barotac Nuevo,direct
physician,0603008,citymun,1,1,2,50207,12900,0603008000,Barotac Viejo,direct
nurse,0603008,citymun,2,3,5,50207,12900,0603008000,Barotac Viejo,direct
midwife,0603008,citymun,13,3,16,50207,12900,0603008000,Barotac Viejo,direct
dentist,0603008,citymun,1,0,1,50207,12900,0603008000,Barotac Viejo,direct
med_tech,0603008,citymun,2,0,2,50207,12900,0603008000,Barotac Viejo,direct
nutritionist,0603008,citymun,0,0,0,50207,12900,0603008000,Barotac Viejo,direct
sanitary_engineer,0603008,citymun,0,0,0,50207,12900,0603008000,Barotac Viejo,direct
sanitary_inspector,0603008,citymun,2,0,2,50207,12900,0603008000,Barotac Viejo,direct
physician,0603009,citymun,1,0,1,22289,5850,0603009000,Batad,direct
nurse,0603009,citymun,1,5,6,22289,5850,0603009000,Batad,direct
midwife,0603009,citymun,12,4,16,22289,5850,0603009000,Batad,direct
dentist,0603009,citymun,1,0,1,22289,5850,0603009000,Batad,direct
med_tech,0603009,citymun,1,0,1,22289,5850,0603009000,Batad,direct
nutritionist,0603009,citymun,0,0,0,22289,5850,0603009000,Batad,direct
sanitary_engineer,0603009,citymun,0,0,0,22289,5850,0603009000,Batad,direct
sanitary_inspector,0603009,citymun,1,0,1,22289,5850,0603009000,Batad,direct
physician,0603010,citymun,1,1,2,16548,4241,0603010000,Bingawan,direct
nurse,0603010,citymun,1,4,5,16548,4241,0603010000,Bingawan,direct
midwife,0603010,citymun,6,7,13,16548,4241,0603010000,Bingawan,direct
dentist,0603010,citymun,1,0,1,16548,4241,0603010000,Bingawan,direct
med_tech,0603010,citymun,3,0,3,16548,4241,0603010000,Bingawan,direct
nutritionist,0603010,citymun,0,0,0,16548,4241,0603010000,Bingawan,direct
sanitary_engineer,0603010,citymun,0,0,0,16548,4241,0603010000,Bingawan,direct
sanitary_inspector,0603010,citymun,2,0,2,16548,4241,0603010000,Bingawan,direct
physician,0603012,citymun,2,1,3,61561,14890,0603012000,Cabatuan,direct
nurse,0603012,citymun,3,1,4,61561,14890,0603012000,Cabatuan,direct
midwife,0603012,citymun,14,3,17,61561,14890,0603012000,Cabatuan,direct
dentist,0603012,citymun,0,0,0,61561,14890,0603012000,Cabatuan,direct
med_tech,0603012,citymun,2,0,2,61561,14890,0603012000,Cabatuan,direct
nutritionist,0603012,citymun,0,0,0,61561,14890,0603012000,Cabatuan,direct
sanitary_engineer,0603012,citymun,0,0,0,61561,14890,0603012000,Cabatuan,direct
sanitary_inspector,0603012,citymun,2,0,2,61561,14890,0603012000,Cabatuan,direct
physician,0603013,citymun,1,1,2,64183,15741,0603013000,Calinog,direct
nurse,0603013,citymun,3,5,8,64183,15741,0603013000,Calinog,direct
midwife,0603013,citymun,14,10,24,64183,15741,0603013000,Calinog,direct
dentist,0603013,citymun,1,0,1,64183,15741,0603013000,Calinog,direct
med_tech,0603013,citymun,2,0,2,64183,15741,0603013000,Calinog,direct
nutritionist,0603013,citymun,0,0,0,64183,15741,0603013000,Calinog,direct
sanitary_engineer,0603013,citymun,0,0,0,64183,15741,0603013000,Calinog,direct
sanitary_inspector,0603013,citymun,3,0,3,64183,15741,0603013000,Calinog,direct
physician,0603014,citymun,2,0,2,73290,18040,0603014000,Carles,direct
nurse,0603014,citymun,3,4,7,73290,18040,0603014000,Carles,direct
midwife,0603014,citymun,13,6,19,73290,18040,0603014000,Carles,direct
dentist,0603014,citymun,0,1,1,73290,18040,0603014000,Carles,direct
med_tech,0603014,citymun,1,0,1,73290,18040,0603014000,Carles,direct
nutritionist,0603014,citymun,0,0,0,73290,18040,0603014000,Carles,direct
sanitary_engineer,0603014,citymun,0,0,0,73290,18040,0603014000,Carles,direct
sanitary_inspector,0603014,citymun,2,0,2,73290,18040,0603014000,Carles,direct
physician,0603015,citymun,2,1,3,46674,11699,0603015000,Concepcion,direct
nurse,0603015,citymun,2,4,6,46674,11699,0603015000,Concepcion,direct
midwife,0603015,citymun,18,4,22,46674,11699,0603015000,Concepcion,direct
dentist,0603015,citymun,1,0,1,46674,11699,0603015000,Concepcion,direct
med_tech,0603015,citymun,2,0,2,46674,11699,0603015000,Concepcion,direct
nutritionist,0603015,citymun,0,0,0,46674,11699,0603015000,Concepcion,direct
sanitary_engineer,0603015,citymun,0,0,0,46674,11699,0603015000,Concepcion,direct
sanitary_inspector,0603015,citymun,1,0,1,46674,11699,0603015000,Concepcion,direct
physician,0603016,citymun,1,1,2,46030,11713,0603016000,Dingle,direct
nurse,0603016,citymun,4,2,6,46030,11713,0603016000,Dingle,direct
midwife,0603016,citymun,9,1,10,46030,11713,0603016000,Dingle,direct
dentist,0603016,citymun,0,1,1,46030,11713,0603016000,Dingle,direct
med_tech,0603016,citymun,3,0,3,46030,11713,0603016000,Dingle,direct
nutritionist,0603016,citymun,0,0,0,46030,11713,0603016000,Dingle,direct
sanitary_engineer,0603016,citymun,0,0,0,46030,11713,0603016000,Dingle,direct
sanitary_inspector,0603016,citymun,2,0,2,46030,11713,0603016000,Dingle,direct
